@relation satimage

@attribute 'Aattr' numeric
@attribute 'Battr' numeric
@attribute 'Cattr' numeric
@attribute 'Dattr' numeric
@attribute 'Eattr' numeric
@attribute 'Fattr' numeric
@attribute 'A1attr' numeric
@attribute 'B2attr' numeric
@attribute 'C3attr' numeric
@attribute 'D4attr' numeric
@attribute 'E5attr' numeric
@attribute 'F6attr' numeric
@attribute 'A7attr' numeric
@attribute 'B8attr' numeric
@attribute 'C9attr' numeric
@attribute 'D10attr' numeric
@attribute 'E11attr' numeric
@attribute 'F12attr' numeric
@attribute 'A13attr' numeric
@attribute 'B14attr' numeric
@attribute 'C15attr' numeric
@attribute 'D16attr' numeric
@attribute 'E17attr' numeric
@attribute 'F18attr' numeric
@attribute 'A19attr' numeric
@attribute 'B20attr' numeric
@attribute 'C21attr' numeric
@attribute 'D22attr' numeric
@attribute 'E23attr' numeric
@attribute 'F24attr' numeric
@attribute 'A25attr' numeric
@attribute 'B26attr' numeric
@attribute 'C27attr' numeric
@attribute 'D28attr' numeric
@attribute 'E29attr' numeric
@attribute 'F30attr' numeric

@attribute 'class' {1.,2.,3.,4.,5.,7.}

@data
-0.470385,0.673235,0.883663,0.391969,-0.453520,0.863238,0.893500,0.607303,-0.141965,0.879481,0.910444,0.611756,-0.168324,0.985704,0.641278,0.388501,0.070493,1.214967,0.888293,0.756308,0.086237,1.404411,1.198494,0.761977,0.208947,0.992274,0.950202,0.597084,-0.069968,1.000315,1.250463,0.597678,0.244181,1.233342,1.262255,0.603258,1.
-1.572850,-2.254800,2.085157,2.667381,-1.559617,-2.151641,1.433583,2.666337,-1.552444,-2.007374,1.150877,2.244959,-1.491592,-2.252823,1.661204,2.659789,-1.702344,-2.146735,1.665914,2.437374,-1.474031,-2.222517,1.676687,2.649684,-2.000100,-2.252950,1.491962,2.755970,-1.700481,-2.238594,1.190598,2.750625,-1.695885,-2.228996,1.202359,2.545079,2.
-0.396887,-0.025997,-0.978653,-0.825112,-0.084821,-0.185416,-0.966788,-1.029365,-0.067729,0.004676,-0.952917,-0.810711,-0.168324,-0.195921,-0.858614,-1.090478,-0.446584,-0.356737,-0.846398,-1.082358,-0.136658,-0.168714,-0.833829,-0.811113,0.356217,0.159041,-0.675079,-0.666654,-0.218196,-0.181449,-1.144130,-0.872628,-0.427380,0.006184,-1.133601,-1.023674,7.
0.485085,1.241362,1.123962,0.709468,-0.084821,0.688462,0.833490,0.132141,-0.067729,0.354598,-0.171507,-0.231187,0.419794,1.204523,1.121243,0.916707,0.144362,1.040333,1.127561,0.703775,-0.136658,0.705245,0.600752,0.027868,0.356217,1.299255,1.070593,0.702396,0.374717,1.306698,1.370192,0.912743,0.094945,1.145687,0.783084,0.708221,1.
-0.470385,0.848043,0.823588,0.233219,-0.453520,1.038013,0.833490,0.501711,-0.438908,0.704520,0.850335,0.506388,-0.756443,0.898176,0.761269,0.494142,-0.742057,0.734724,0.290124,-0.084225,-0.731046,0.574151,0.301881,-0.077004,-0.453767,0.685294,0.890006,0.386461,-0.440539,0.693931,0.651815,0.177591,-0.725852,0.532109,0.363809,0.183404,1.
-1.278860,-1.205952,-1.579400,-0.878029,-0.969698,-1.190375,-0.906779,-0.237429,-0.958558,-0.870128,-0.652375,-0.231187,-0.462384,-0.589796,-0.138666,0.018756,-0.151111,-0.269421,-0.128595,0.020842,0.457729,0.355661,0.361655,0.185177,1.460740,0.992274,0.890006,0.597084,1.782888,1.394236,1.489922,0.755211,1.811158,1.627785,1.501841,1.128074,5.
-0.764376,0.148811,0.282916,0.233219,-1.043438,-0.010640,0.053370,0.026550,-1.329737,-0.170284,0.068926,-0.178503,-0.976988,0.154190,0.281304,0.124397,-0.963662,-0.007470,0.050856,-0.084225,-1.474031,-0.343506,0.062784,-0.234313,-1.484656,-0.454920,-0.133319,-0.192752,-1.478139,-0.444064,-0.784941,-0.189986,-1.248178,-0.563568,-0.534637,-0.393894,1.
1.073066,0.848043,0.282916,-0.084280,1.095016,0.688462,0.293407,-0.237429,1.120043,0.704520,0.309360,-0.073135,1.081428,1.029468,0.821265,0.230039,1.104649,0.691066,0.290124,-0.189291,1.126416,0.705245,0.301881,-0.181877,1.902550,1.957071,1.672549,1.070986,1.931116,1.744388,1.669516,0.912743,0.990360,0.751244,0.543498,0.130923,3.
-0.249892,-0.375613,-1.158877,-0.878029,-0.232300,-0.534967,-1.146816,-1.029365,0.080742,-0.170284,-0.892808,-0.863395,0.125735,-0.458504,-1.458571,-1.196119,0.144362,-0.444054,-1.205300,-0.977291,-0.136658,-0.430902,-1.610894,-1.178167,0.061677,0.027478,-0.374101,-0.350719,0.078260,0.037396,-0.844805,-0.715095,-0.128909,-0.344432,-1.253394,-1.286082,7.
-0.470385,0.848043,0.883663,0.603635,-0.158561,0.863238,1.493592,0.607303,-0.141965,1.098182,0.910444,0.822492,-0.462384,1.204523,1.181239,0.758245,-0.151111,1.214967,1.187378,0.598708,-0.136658,1.011130,1.198494,0.761977,-0.674672,0.992274,0.950202,0.597084,-0.366425,1.000315,0.951139,0.597678,-0.054291,1.233342,1.262255,0.813184,1.
1.661048,0.979150,0.943738,0.233219,1.389975,1.212789,0.713472,0.448916,1.713929,1.229403,0.970552,0.453704,1.669547,1.248287,1.121243,0.282859,1.695595,1.258626,0.828476,0.493642,1.720804,1.273318,1.138720,0.499795,1.387105,1.211546,1.130788,0.228494,1.412317,1.219160,1.130733,0.702700,1.811158,1.233342,1.142463,0.708221,3.
0.632080,1.372468,0.883663,0.762385,0.652577,1.212789,1.193546,0.607303,0.080742,1.010702,0.910444,0.401020,0.199250,0.810648,0.401295,0.441321,-0.372716,0.647407,0.170490,0.441108,-0.359554,0.661547,0.720300,0.447359,-0.380132,0.685294,0.528832,0.491773,-0.366425,0.869008,1.130733,0.702700,-0.651234,0.882725,0.543498,0.288368,1.
-0.102897,1.372468,1.244111,0.815302,-0.084821,1.387565,1.553602,0.818486,-0.067729,1.404364,1.571636,0.822492,-0.388869,1.423343,1.361226,0.863886,-0.372716,1.258626,1.725731,0.703775,-0.359554,1.273318,1.377816,0.709540,0.135312,1.211546,1.431766,0.913019,0.152375,1.219160,1.430057,0.702700,0.169563,1.058033,1.142463,0.708221,1.
-0.470385,1.022851,0.823588,0.497802,-0.453520,0.688462,0.833490,0.501711,-0.735851,0.704520,0.850335,0.506388,-0.756443,0.723121,0.281304,-0.086885,-0.742057,0.560090,0.290124,-0.084225,-0.433852,0.355661,0.540978,0.342486,-0.453767,0.685294,0.649224,0.175838,-0.736996,0.518855,0.352491,0.177591,-0.427380,0.707417,0.124223,0.183404,1.
-0.396887,-0.463017,-0.798429,-1.142611,-0.379780,-0.447579,-1.266835,-1.346140,-0.364672,-0.432726,-1.253459,-1.126814,-0.094810,-0.370976,-1.458571,-1.248940,-0.077243,-0.356737,-1.444568,-1.239957,-0.062360,-0.168714,-1.192475,-1.020858,0.135312,-0.367211,-1.337231,-1.298522,0.152375,-0.181449,-1.084265,-1.292715,-0.128909,-0.169124,-1.313291,-1.286082,7.
-0.690878,0.367321,0.342991,0.233219,-1.190918,0.033054,0.653462,0.237733,-1.181266,0.048417,0.369468,0.032233,-0.388869,0.635593,0.701274,0.441321,-0.889794,0.472773,0.708842,0.230975,-1.176837,0.268265,0.421429,0.237614,-0.085593,0.685294,0.528832,0.123183,-0.959339,0.343779,0.292626,0.282612,-0.949706,0.532109,0.543498,0.498294,1.
-1.646348,-1.905184,0.643364,1.503217,-1.633357,-1.889477,0.653462,1.504830,-1.403973,-1.876153,0.369468,1.718119,-1.197532,-1.771420,0.401295,1.022348,-0.668189,-1.229907,0.170490,0.441108,-0.359554,-0.605693,-0.295861,-0.181877,-0.085593,-0.542629,-0.494492,-0.666654,0.152375,-0.356526,-0.725076,-1.030160,-0.054291,-0.344432,-1.433084,-1.233600,2.
-0.102897,-0.288209,-0.558130,-0.190113,-0.379780,-0.447579,-0.066649,0.026550,-0.884323,-1.220050,-0.051291,0.822492,-0.094810,-0.370976,-0.198662,-0.245347,-0.372716,-0.356737,-0.726764,-0.241825,-0.062360,-0.343506,-0.953378,-0.653804,-0.159228,-0.367211,-1.337231,-1.087900,-0.144082,-0.487833,-1.323724,-1.292715,-0.128909,-0.651222,-1.313291,-1.496009,2.
0.411587,0.323619,-0.618205,-0.401779,0.431358,0.338911,-0.366695,-0.395816,0.451921,0.354598,0.068926,-0.389239,0.640339,0.154190,-0.438644,-0.667912,0.661439,0.341798,-0.188412,-0.451958,0.680625,0.574151,0.062784,-0.444059,0.429852,0.334459,-0.133319,-0.561342,0.448832,0.037396,-0.365887,-0.400030,0.766507,0.356801,0.124223,-0.183967,4.
1.146564,0.804341,0.643364,-0.137197,0.947536,0.207829,0.113379,-0.343020,-0.141965,-0.520206,-0.351833,-0.916079,1.081428,0.810648,0.161312,-0.192527,0.218230,-0.094787,-0.547313,-0.924758,-0.062360,-0.605693,-0.774055,-0.758677,0.135312,-0.191794,-0.735275,-0.666654,-0.069968,-0.356526,-0.725076,-0.820117,0.542653,0.006184,-0.474741,-0.446376,7.
1.514052,0.716937,0.523215,-0.084280,1.537455,0.906932,0.533444,0.132141,1.565457,0.748260,0.068926,-0.073135,1.301973,0.679357,0.101317,0.018756,1.326253,0.691066,0.349941,0.020842,1.052117,0.705245,0.122558,0.027868,1.166201,0.816857,0.348246,-0.140096,1.189974,0.606393,0.113031,-0.137475,0.990360,0.619763,0.124223,-0.341412,3.
1.073066,0.673235,0.282916,-0.243030,1.095016,0.513687,0.293407,-0.237429,1.120043,0.529559,0.309360,-0.073135,0.713854,0.504301,-0.198662,-0.403809,1.104649,0.516432,0.050856,-0.189291,1.126416,0.705245,0.301881,-0.181877,0.945296,0.553731,0.047268,-0.245408,0.967631,0.562624,0.053167,-0.242497,0.990360,0.356801,0.064327,-0.236449,7.
1.293559,0.848043,0.883663,0.391969,1.684934,1.693422,2.153695,1.399239,2.010872,1.929246,1.872178,1.191280,1.743062,1.379579,1.481217,0.969528,1.769463,1.826186,2.144449,1.124041,1.795102,2.059880,1.796236,0.971722,1.387105,1.825508,1.913331,1.018330,1.412317,1.831927,2.208300,1.385341,1.438068,1.846920,2.220598,1.180556,3.
-0.176394,-0.681527,-1.759624,-1.513027,-0.158561,-0.666048,-1.746909,-1.504527,-0.141965,-0.476466,-1.493892,-1.495602,-0.241839,-0.370976,-1.578562,-1.460222,-0.446584,-0.531371,-1.564201,-1.450091,-0.433852,-0.518297,-1.551120,-1.440349,0.135312,-0.279503,-1.036253,-1.193211,-0.144082,-0.444064,-1.443454,-1.345226,-0.128909,-0.081470,-1.013809,-1.181119,7.
0.705578,0.498427,0.102692,-0.190113,0.726317,0.513687,0.353416,-0.184633,1.045807,0.704520,0.369468,0.032233,1.154943,0.810648,0.341299,0.230039,1.178517,0.822041,0.110673,-0.136758,1.200714,0.617849,0.122558,0.027868,1.387105,0.992274,0.408441,0.017871,1.412317,1.000315,0.951139,0.230101,1.139596,1.233342,0.962773,0.235886,3.
-1.205362,0.061407,-0.317831,0.021553,-1.190918,0.076748,-0.066649,0.026550,-1.181266,0.092157,0.189143,0.032233,-1.197532,-0.195921,-0.198662,-0.245347,-1.702344,-0.182104,-0.726764,-0.241825,-1.399733,-0.168714,-0.176313,-0.234313,-1.042846,-0.191794,-0.374101,-0.403375,-1.329910,-0.356526,-0.365887,-0.400030,-1.322796,-0.169124,-0.175259,-0.183967,1.
-0.470385,-0.900038,-1.639474,-1.354278,-0.453520,-0.884518,-1.866928,-1.557323,-0.735851,-1.001348,-2.034868,-1.548286,-1.197532,-1.333781,-0.858614,-0.350989,-0.668189,-1.011614,-1.504385,-1.450091,-0.879643,-0.998975,-1.730443,-1.283040,-1.852830,-2.033678,-0.073123,0.597084,-1.181682,-1.363214,-1.263859,-1.345226,-0.875088,-1.352454,-1.672669,-1.128637,7.
-1.278860,-0.288209,-0.377906,-0.190113,-1.264658,-0.447579,-0.546723,-0.395816,-1.700916,-0.432726,-0.532158,-0.389239,-1.418077,-0.546032,-0.858614,-0.350989,-1.628476,-0.706005,-0.846398,-0.714624,-1.622628,-0.518297,-0.833829,-0.496495,-1.190116,-0.630338,-1.036253,-0.561342,-1.404024,-0.750447,-1.024400,-0.557562,-1.397414,-0.432086,-0.534637,-0.341412,1.
-0.102897,-0.288209,-0.798429,-0.772195,-0.674739,-0.928212,-1.506872,-1.346140,-1.181266,-1.482491,-1.493892,-1.337550,0.125735,-0.370976,-0.738623,-0.667912,-0.372716,-0.967956,-1.444568,-1.607691,-0.656748,-1.261162,-1.431571,-1.230603,0.135312,-0.367211,-1.096448,-0.613998,-0.440539,-0.969292,-1.503318,-1.502759,-0.725852,-1.264800,-1.313291,-1.496009,5.
0.926071,0.367321,0.102692,-0.137197,1.168756,0.819544,0.353416,0.026550,1.194278,1.010702,0.670010,0.401020,-0.388869,-0.633559,0.161312,-0.192527,0.809176,0.647407,0.170490,-0.189291,1.126416,0.836338,0.182332,0.237614,-1.190116,-1.419717,0.829810,1.070986,0.152375,-0.006373,0.053167,-0.242497,1.139596,0.707417,0.303913,0.130923,3.
-0.176394,-0.463017,-1.218951,-1.195528,-0.158561,-0.447579,-1.026798,-1.187752,0.154978,-0.257765,-1.013025,-1.179498,-0.168324,-0.195921,-1.038601,-1.090478,-0.151111,-0.356737,-1.025849,-1.082358,-0.136658,-0.343506,-1.252249,-1.283040,-0.380132,-0.454920,-1.277035,-1.140555,-0.366425,-0.444064,-1.263859,-1.135182,-0.054291,-0.432086,-1.253394,-1.338564,7.
-0.396887,1.022851,1.123962,0.709468,-0.379780,1.256483,1.133537,0.712894,-0.364672,1.054442,0.850335,0.717124,-0.168324,1.029468,1.121243,0.705425,0.144362,1.040333,1.127561,0.703775,-0.136658,1.054828,1.138720,0.709540,-0.748307,0.159041,0.528832,0.123183,-0.440539,0.562624,0.771544,0.492656,-0.203527,0.751244,0.783084,0.498294,1.
-0.176394,1.197660,1.184036,0.603635,-0.158561,0.994319,1.193546,0.765690,0.080742,1.229403,1.210986,0.769808,-0.388869,0.985704,0.941256,0.599783,-0.077243,1.214967,1.247195,0.808841,0.234834,1.229620,1.258268,0.814413,-0.380132,0.860711,1.130788,0.702396,-0.069968,1.044084,1.370192,0.702700,0.169563,1.277169,1.382048,1.075593,1.
-0.470385,-0.113401,-0.377906,0.021553,-0.453520,0.338911,0.113379,0.184937,-0.735851,0.223378,0.129035,0.032233,-0.168324,0.197954,0.341299,0.230039,-0.151111,0.385456,0.110673,0.388575,-0.656748,0.049776,-0.116539,0.027868,-0.380132,0.071332,-0.073123,0.017871,-0.366425,0.081165,0.172896,0.020058,-0.651234,-0.081470,-0.534637,-0.341412,1.
-0.249892,-0.550421,-1.399176,-1.460111,-0.453520,-0.534967,-1.386853,-1.451731,-0.438908,-0.520206,-1.554001,-1.232182,-0.462384,-0.589796,-1.638558,-1.354581,-0.446584,-0.444054,-1.624018,-1.187424,-0.136658,-0.256110,-1.013152,-0.968422,0.650756,0.597585,-0.133319,-0.350719,0.967631,0.825239,0.352491,-0.137475,1.214214,1.014206,0.663291,0.025959,7.
1.734545,1.372468,0.883663,0.603635,1.758674,1.387565,1.193546,0.607303,2.085107,1.404364,0.910444,0.769808,2.037121,1.379579,0.941256,0.599783,1.400122,1.389601,1.247195,0.598708,1.423610,1.229620,0.959397,0.447359,1.387105,1.036129,0.528832,0.281150,1.115860,0.693931,0.292626,-0.084964,1.139596,0.707417,0.303913,-0.236449,3.
1.661048,1.022851,0.823588,0.497802,2.053633,1.256483,1.133537,0.712894,2.382051,1.448104,1.391311,0.717124,1.375487,1.204523,0.821265,0.494142,1.769463,1.433260,1.127561,0.493642,2.092296,1.666599,1.437591,0.709540,1.902550,1.518527,1.070593,0.702396,2.227573,1.525543,1.370192,0.702700,1.960394,1.540131,1.382048,0.708221,3.
-1.205362,-0.550421,-1.038727,-0.507613,-1.190918,-0.360191,-0.606733,-0.343020,-1.181266,-0.170284,-0.351833,-0.494607,-1.197532,-0.458504,-0.558636,-0.350989,-1.185267,-0.444054,-0.547313,-0.189291,-0.879643,-0.430902,-0.534958,-0.339186,-0.674672,-0.016376,0.047268,-0.245408,-1.181682,-0.356526,-0.725076,-0.452540,-0.949706,-0.169124,-0.175259,-0.236449,1.
-0.249892,-0.375613,-1.399176,-1.248444,-0.232300,-0.360191,-1.386853,-1.240548,-0.216201,-0.170284,-1.133242,-1.232182,-0.168324,-0.283448,-1.038601,-0.984836,-0.446584,-0.269421,-1.444568,-1.187424,0.160536,0.049776,-0.774055,-0.968422,-0.453767,-0.367211,-1.277035,-1.456490,-0.440539,-0.356526,-1.263859,-1.292715,-0.128909,-0.344432,-1.013809,-0.918710,7.
-0.396887,-0.637825,-0.077532,0.233219,0.210138,-0.098028,0.173388,0.237733,0.823100,0.485819,0.730119,0.453704,0.787369,0.679357,0.521286,0.282859,1.104649,1.040333,1.127561,0.703775,1.126416,1.273318,1.138720,0.709540,0.429852,0.860711,0.829810,0.702396,0.448832,0.693931,0.591950,0.702700,0.468035,0.707417,0.842981,0.498294,3.
0.117596,1.197660,1.724709,0.921135,0.136399,1.431258,1.433583,0.924077,0.154978,1.054442,1.150877,0.717124,0.052220,1.292051,1.661204,0.916707,0.070493,1.302284,1.366829,0.913908,0.086237,1.535505,1.676687,0.919286,-0.159228,1.255401,1.491962,0.965674,-0.144082,1.262929,1.489922,0.807721,-0.128909,1.277169,1.861220,0.970629,1.
0.411587,0.192513,-0.558130,-0.560529,0.136399,0.033054,-0.366695,-0.554203,0.451921,0.223378,-0.532158,-0.758027,0.346280,0.022899,-0.378649,-0.720733,0.070493,0.210823,-0.607130,-0.714624,0.383431,0.049776,-0.594733,-0.706240,0.503487,0.246750,-0.313906,-0.771965,0.226489,0.081165,-0.545481,-0.767606,0.244181,0.093838,-0.774223,-0.761265,4.
-0.690878,0.585831,0.342991,0.233219,-0.453520,0.382605,0.653462,0.607303,-0.438908,0.398338,0.369468,0.242968,-0.903473,0.460537,0.401295,0.018756,-0.668189,0.079847,0.170490,0.230975,-0.656748,0.093474,0.182332,0.237614,-0.969212,-0.016376,0.047268,0.123183,-0.959339,-0.006373,-0.186293,0.125080,-0.651234,0.356801,0.064327,0.130923,1.
-0.249892,-0.550421,-1.579400,-1.036778,-0.453520,-0.884518,-1.986946,-1.451731,-0.438908,-0.695167,-1.794434,-1.442918,-0.168324,-0.458504,-1.218588,-0.984836,-0.446584,-0.749664,-1.863286,-1.345024,-0.433852,-0.736787,-1.849991,-1.335476,0.061677,-0.367211,-0.855666,-0.719309,-0.144082,-0.531602,-1.503318,-0.925139,-0.427380,-0.695049,-1.732566,-1.286082,7.
0.632080,0.542129,-0.437980,-0.084280,0.357618,0.338911,-0.186668,-0.237429,0.377685,0.179637,-0.411941,-0.441923,0.125735,-0.458504,-1.218588,-0.984836,0.144362,-0.269421,-1.025849,-0.767158,-0.136658,-0.256110,-0.774055,-0.758677,0.061677,-0.542629,-1.517817,-1.298522,-0.440539,-0.706678,-1.503318,-1.292715,-0.651234,-0.695049,-1.912255,-1.443527,7.
0.485085,0.323619,0.042617,-0.454696,0.800057,0.164136,-0.486714,-0.448612,0.823100,0.354598,0.068926,-0.231187,0.419794,0.154190,-0.378649,-0.615092,0.439835,0.167164,-0.367863,-0.399425,0.754923,0.530453,0.062784,-0.181877,0.061677,-0.016376,-0.434297,-0.666654,0.078260,0.168703,-0.425752,-0.452540,0.393417,0.181492,-0.175259,-0.236449,7.
0.999568,0.498427,-0.137607,-0.190113,1.021276,0.513687,-0.126658,-0.395816,1.045807,0.529559,0.129035,-0.178503,1.154943,0.591829,0.101317,-0.139706,1.178517,0.603749,0.110673,-0.136758,1.200714,0.617849,0.361655,-0.129441,1.387105,0.816857,0.408441,0.017871,1.412317,0.650162,0.172896,0.020058,1.438068,0.663590,0.184120,-0.183967,3.
0.117596,-0.200805,-0.978653,-0.825112,0.136399,-0.185416,-1.206825,-0.818182,0.154978,0.004676,-1.193350,-1.021446,0.419794,-0.020865,-0.618631,-0.615092,0.439835,-0.182104,-0.607130,-0.609558,0.160536,-0.168714,-0.833829,-0.811113,0.356217,-0.016376,-0.675079,-0.666654,0.374717,-0.006373,-0.904670,-0.662584,0.393417,0.006184,-1.133601,-0.656302,7.
1.367057,0.848043,0.583289,0.497802,1.095016,0.863238,0.593453,0.501711,1.120043,1.054442,1.150877,0.717124,1.228458,0.723121,0.521286,0.335680,0.661439,0.734724,0.768659,0.493642,0.680625,0.923734,1.377816,0.709540,0.724391,0.685294,0.348246,0.175838,0.448832,0.693931,0.651815,0.387634,-0.128909,0.707417,0.902877,0.393331,3.
-0.396887,-0.463017,-1.519325,-1.354278,-0.379780,-0.622354,-1.686900,-1.346140,-0.364672,-0.607687,-1.493892,-1.337550,-0.388869,-0.546032,-1.938536,-1.407402,-0.077243,-0.531371,-1.683835,-1.239957,-0.062360,-0.343506,-1.670668,-1.387912,-0.159228,-0.498775,-1.517817,-1.509145,-0.144082,-0.487833,-1.503318,-1.292715,-0.128909,-0.475913,-1.492980,-1.496009,7.
-1.205362,0.498427,0.523215,0.286136,-1.412137,-0.010640,0.293407,0.132141,-1.181266,-0.170284,0.068926,-0.073135,-1.344562,-0.020865,0.281304,0.018756,-1.554608,-0.356737,-0.188412,-0.399425,-1.548330,-0.474600,-0.594733,-0.391622,-1.484656,-0.016376,-0.193515,-0.087440,-1.478139,-0.181449,-0.186293,-0.242497,-1.472032,-0.519740,-0.654430,-0.236449,1.
1.514052,1.285064,1.364260,0.497802,1.537455,1.125401,0.773481,0.343324,0.971571,0.748260,0.068926,-0.073135,1.669547,1.248287,0.881261,0.388501,1.326253,0.865700,0.349941,0.020842,0.754923,0.224567,-0.355636,-0.548931,1.460740,0.992274,0.649224,0.017871,0.967631,0.606393,0.113031,-0.137475,0.691889,0.225319,-0.115362,-0.498857,4.
0.926071,0.323619,-0.197682,-0.243030,0.652577,0.338911,-0.186668,-0.237429,0.971571,0.923221,0.790227,0.137600,1.301973,0.504301,-0.138666,-0.192527,1.030780,0.691066,0.349941,0.178442,1.349311,1.273318,0.899623,0.604668,0.945296,0.816857,0.348246,0.228494,1.189974,1.000315,0.891274,0.387634,1.811158,1.627785,1.202359,0.760703,3.
1.734545,0.848043,0.583289,0.233219,1.389975,1.038013,0.593453,0.237733,1.416986,1.229403,0.850335,0.506388,1.228458,0.898176,0.281304,-0.086885,1.252385,0.560090,0.290124,-0.084225,1.275013,0.923734,0.540978,0.132741,1.681645,0.860711,0.649224,0.175838,1.338203,0.693931,0.352491,0.020058,1.363450,0.882725,0.363809,0.183404,3.
-0.176394,-0.200805,-0.858503,-1.089695,-0.453520,-0.360191,-0.846770,-1.082161,-0.141965,-0.170284,-0.832700,-0.810711,0.346280,0.154190,-0.678627,-0.667912,-0.224980,-0.182104,-1.145483,-0.872224,-0.433852,0.006078,-1.132700,-1.020858,0.724391,0.202896,-0.374101,-0.561342,0.152375,0.037396,-0.784941,-0.767606,-0.128909,-0.081470,-0.774223,-0.971192,7.
1.514052,1.285064,1.364260,0.497802,1.537455,1.125401,0.773481,0.501711,1.268514,1.316883,0.790227,0.348336,1.669547,1.248287,1.181239,0.599783,1.695595,1.476918,1.187378,0.808841,2.017998,1.273318,1.198494,0.604668,1.460740,1.386964,0.890006,0.597084,1.782888,1.394236,1.489922,0.755211,1.811158,1.408650,1.202359,0.603258,3.
-0.249892,0.323619,0.282916,-0.084280,0.357618,0.732156,0.533444,0.501711,0.674628,1.316883,1.090769,0.717124,-0.168324,0.679357,0.341299,0.177218,0.439835,1.258626,1.187378,0.966441,0.754923,1.273318,1.497365,0.971722,0.061677,0.816857,0.890006,0.597084,0.374717,1.394236,1.190598,0.965254,0.393417,1.408650,1.202359,0.970629,1.
-0.102897,-0.288209,-1.279026,-1.354278,-0.084821,-0.272803,-1.506872,-1.346140,-0.067729,-0.432726,-1.253459,-1.495602,-0.094810,-0.195921,-1.218588,-1.248940,-0.077243,-0.356737,-1.205300,-1.397557,-0.359554,-0.343506,-1.192475,-1.230603,-0.159228,-0.367211,-1.096448,-1.298522,-0.144082,-0.356526,-1.323724,-1.082671,-0.128909,-0.475913,-1.313291,-1.076155,7.
-1.425855,-2.079992,1.364260,2.032383,-1.707096,-2.064253,1.373574,2.243971,-1.403973,-1.919893,1.391311,1.823487,-1.859166,-2.165295,1.121243,2.448506,-1.850081,-2.146735,1.426646,2.437374,-1.548330,-2.353611,1.138720,2.439939,-1.705561,-2.252950,1.371571,2.229412,-1.700481,-2.369901,1.370192,2.435560,-1.919739,-2.228996,1.382048,2.650043,2.
1.073066,0.804341,0.162766,0.021553,0.800057,0.819544,0.173388,-0.184633,1.120043,0.485819,0.189143,-0.178503,1.081428,0.854412,0.281304,-0.086885,1.104649,0.691066,0.290124,-0.241825,1.126416,0.705245,0.301881,-0.077004,1.092566,1.036129,0.829810,0.228494,1.115860,0.693931,0.292626,-0.189986,1.139596,0.707417,0.303913,-0.183967,3.
-0.764376,0.192513,0.102692,0.021553,-0.158561,0.033054,-0.366695,0.026550,-0.141965,0.048417,-0.111399,0.032233,-0.682928,0.022899,-0.138666,0.018756,-0.446584,-0.356737,-0.128595,-0.136758,-0.433852,-0.168714,-0.833829,-0.129441,-0.674672,-0.104085,-0.554688,-0.350719,-0.662882,-0.093911,-0.545481,-0.189986,-0.054291,0.269146,0.423706,0.235886,1.
-0.102897,-0.637825,0.703439,0.815302,-0.084821,-0.447579,0.713472,0.448916,-0.067729,-0.257765,-0.051291,-0.178503,-0.682928,-0.983671,0.521286,0.863886,-0.372716,-0.967956,0.529392,0.861375,-0.359554,-0.649391,0.540978,0.499795,-0.748307,-1.112736,0.288050,0.913019,-0.736996,-0.969292,0.591950,0.912743,-0.427380,-0.826530,0.303913,0.708221,5.
0.117596,-0.200805,-0.858503,-0.825112,0.136399,0.164136,-0.186668,-0.395816,0.451921,0.354598,-0.171507,-0.178503,-0.462384,-0.721087,-1.578562,-1.248940,-0.224980,-0.356737,-1.145483,-1.029824,0.086237,-0.168714,-0.893604,-0.653804,-0.453767,-0.761901,-1.638209,-1.193211,-0.440539,-0.575371,-1.443454,-0.977650,-0.128909,-0.432086,-1.193498,-0.971192,7.
-1.866841,-2.298502,1.244111,2.561548,-1.854576,-2.282722,1.253555,2.402358,-1.849387,-2.138594,0.970552,2.192275,-1.712136,-2.165295,1.361226,2.395685,-1.702344,-2.146735,1.366829,2.227241,-1.696927,-2.047725,1.377816,2.020448,-1.852830,-2.252950,1.732744,2.229412,-1.552253,-2.369901,1.430057,2.225516,-1.845121,-2.228996,0.842981,2.020263,2.
-0.176394,-0.506719,-1.098802,-0.825112,0.136399,-0.491273,-1.326844,-0.818182,-0.141965,-0.651427,-1.073134,-0.810711,-0.241839,-0.546032,-0.918610,-0.667912,-0.224980,-0.531371,-1.145483,-0.872224,-0.210957,-0.518297,-1.132700,-0.863549,-0.453767,-0.586483,-0.795470,-0.403375,-0.440539,-0.575371,-1.024400,-0.557562,-0.427380,-0.738876,-1.013809,-0.761265,5.
-1.866841,-2.298502,0.342991,2.085299,-1.854576,-2.282722,0.653462,2.455153,-1.997859,-2.357295,0.670010,2.297642,-1.638621,-2.165295,0.401295,1.761838,-1.850081,-2.277710,0.708842,2.174707,-1.845523,-2.353611,0.720300,2.387503,-1.926465,-2.077533,0.288050,1.650199,-1.700481,-2.151056,0.532085,2.015472,-2.143593,-2.272822,0.303913,2.230189,2.
-1.352357,-1.686674,0.823588,1.132801,-1.854576,-2.020559,1.733630,2.877519,-2.072094,-2.226075,2.413154,3.562057,-1.712136,-2.252823,1.361226,2.818251,-1.259135,-1.884784,0.768659,1.649374,-1.251136,-2.004027,1.078945,2.072885,-2.000100,-2.165241,1.491962,2.755970,-1.700481,-2.019749,1.190598,2.540581,-1.248178,-1.659244,0.663291,1.390483,2.
